location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"1531 W 7th St MO 64801",37.084975,-94.530685,0.9,rooftop,1531,"W 7th St Apt",,,Joplin,MO,"Jasper County",64801,US,"City of Joplin"
"2701 N Main St MO 64801",37.114956,-94.509544,1,range_interpolation,2701,"N Main St",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"101 N Range Line Rd MO 64801",37.090685,-94.476993,1,range_interpolation,101,"N Range Line Rd",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"1123 S Range Line Rd MO 64801",37.079136,-94.477335,1,range_interpolation,1123,"S Range Line Rd",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"3330 N Range Line Rd MO 64801",37.118959,-94.475985,1,range_interpolation,3330,"N Range Line Rd",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"2731 S Main St MO 64804",37.060157,-94.514191,1,rooftop,2731,"S Main St",,,Joplin,MO,"Jasper County",64804,US,"City of Joplin"
"1501 S Range Line Rd MO 64804",37.073063,-94.477141,0.84,nearest_rooftop_match,1531,"S Range Line Rd",,,Joplin,MO,"Jasper County",64804,US,"City of Joplin"
"4436 Highway 43 MO 64804",37.053437,-94.514813,0.6,street_center,,"I-44 Business",,,Joplin,MO,"Newton County",64804,US,"TIGER/Line® dataset from the US Census Bureau"
"3140 Mc Clelland Blvd MO 64804",37.055898,-94.532755,1,range_interpolation,3140,"Mc Clelland Blvd",,,Joplin,MO,"Jasper County",64804,US,"TIGER/Line® dataset from the US Census Bureau"
"1907 E 20th St MO 64804",37.069705,-94.493611,1,rooftop,1907,"E 20th St",,,Joplin,MO,"Jasper County",64804,US,"City of Joplin"
"1531 W 7th St MO 64801",37.084975,-94.530685,0.9,rooftop,1531,"W 7th St Apt",,,Joplin,MO,"Jasper County",64801,US,"City of Joplin"
"2701 N Main St MO 64801",37.114956,-94.509544,1,range_interpolation,2701,"N Main St",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"101 N Range Line Rd MO 64801",37.090685,-94.476993,1,range_interpolation,101,"N Range Line Rd",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"1123 S Range Line Rd MO 64801",37.079136,-94.477335,1,range_interpolation,1123,"S Range Line Rd",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"3330 N Range Line Rd MO 64801",37.118959,-94.475985,1,range_interpolation,3330,"N Range Line Rd",,,Joplin,MO,"Jasper County",64801,US,"TIGER/Line® dataset from the US Census Bureau"
"2731 S Main St MO 64804",37.060157,-94.514191,1,rooftop,2731,"S Main St",,,Joplin,MO,"Jasper County",64804,US,"City of Joplin"
"1501 S Range Line Rd MO 64804",37.073063,-94.477141,0.84,nearest_rooftop_match,1531,"S Range Line Rd",,,Joplin,MO,"Jasper County",64804,US,"City of Joplin"
"4436 Highway 43 MO 64804",37.053437,-94.514813,0.6,street_center,,"I-44 Business",,,Joplin,MO,"Newton County",64804,US,"TIGER/Line® dataset from the US Census Bureau"
"3140 Mc Clelland Blvd MO 64804",37.055898,-94.532755,1,range_interpolation,3140,"Mc Clelland Blvd",,,Joplin,MO,"Jasper County",64804,US,"TIGER/Line® dataset from the US Census Bureau"
"1907 E 20th St MO 64804",37.069705,-94.493611,1,rooftop,1907,"E 20th St",,,Joplin,MO,"Jasper County",64804,US,"City of Joplin"
"1100 Main St MO 64105",39.100563,-94.583561,1,rooftop,1100,"Main St",,,"Kansas City",MO,"Jackson County",64105,US,Jackson
"2301 Holmes St MO 64108",39.084213,-94.575255,1,rooftop,2301,"Holmes St",,,"Kansas City",MO,"Jackson County",64108,US,"City of Kansas City"
"3255 Main St MO 64111",39.066988,-94.585132,1,rooftop,3255,"Main St",,,"Kansas City",MO,"Jackson County",64111,US,Jackson
"3741 Broadway St MO 64111",39.059615,-94.590454,1,range_interpolation,3741,"Broadway St",,,"Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"500 Nichols Rd MO 64112",39.041656,-94.594315,1,rooftop,500,"Nichols Rd",,,"Kansas City",MO,"Jackson County",64112,US,Jackson
"7887 State Line Rd MO 64114",38.986046,-94.607744,1,rooftop,7887,"State Line Rd",,,"Kansas City",MO,"Jackson County",64114,US,Jackson
"1300 W 103rd St MO 64114",38.942316,-94.607303,1,rooftop,1300,"W 103rd St",,,"Kansas City",MO,"Jackson County",64114,US,Jackson
"8326 Wornall Rd MO 64114",38.976337,-94.59536,1,rooftop,8326,"Wornall Rd",,,"Kansas City",MO,"Jackson County",64114,US,Jackson
"4002 N Oak Trfy MO 64116",39.167448,-94.577468,1,rooftop,4002,"N Oak Trfy",,,"Kansas City",MO,"Clay County",64116,US,"City of Kansas City"
"2200 Vernon St MO 64116",39.146868,-94.556367,1,range_interpolation,2200,"Vernon St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau"
"4400 N Chouteau Trfy MO 64117",39.1731,-94.535263,1,range_interpolation,4400,"N Chouteau Trfy",,,"Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"7412 N Oak Trfy MO 64118",39.228559,-94.576229,1,range_interpolation,7412,"N Oak Trfy",,,"Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau"
"6305 N Antioch Rd MO 64119",39.20843,-94.548329,1,range_interpolation,6305,"N Antioch Rd",,,"Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"290 Us 69 MO 64119",39.199958,-94.50003,1,range_interpolation,290,"US Hwy 69",,,"Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"7207 N Hwy M1 MO 64119",39.227657,-94.545053,0.3,street_center,,"N Indiana Ave",,,"Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"6701 E Front St MO 64120",39.129752,-94.503562,1,rooftop,6701,"E Front St",,,"Kansas City",MO,"Jackson County",64120,US,Jackson
"5347 Independence Ave MO 64124",39.10502,-94.519696,1,rooftop,5347,"Independence Ave",,,"Kansas City",MO,"Jackson County",64124,US,Jackson
"1421 Prospect Ave MO 64127",39.095496,-94.551194,1,rooftop,1421,"Prospect Ave",,,"Kansas City",MO,"Jackson County",64127,US,Jackson
"3051 Van Brunt Blvd MO 64128",39.069225,-94.520122,1,rooftop,3051,"Van Brunt Blvd",,,"Kansas City",MO,"Jackson County",64128,US,Jackson
"6996 Eastwood Trfy MO 64129",39.031296,-94.503578,1,rooftop,6996,"Eastwood Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson
"6406 Troost Ave MO 64131",39.011065,-94.575159,1,rooftop,6406,"Troost Ave",,,"Kansas City",MO,"Jackson County",64131,US,Jackson
"11290 Holmes Rd MO 64131",38.92149,-94.584058,1,rooftop,11290,"Holmes Rd",,,"Kansas City",MO,"Jackson County",64131,US,Jackson
"8304 Hickman Mills Dr MO 64132",38.975998,-94.555457,1,rooftop,8304,"Hickman Mills Dr",,,"Kansas City",MO,"Jackson County",64132,US,Jackson
"8909 E Mo-350 MO 64133",38.997236,-94.478852,1,rooftop,8909,"E M 350 Hwy",,,"Kansas City",MO,"Jackson County",64133,US,Jackson
"4398 E 115th St MO 64137",38.917303,-94.537074,1,range_interpolation,4398,"E 115th St",,,"Kansas City",MO,"Jackson County",64137,US,"TIGER/Line® dataset from the US Census Bureau"
"5620 E Bannister Rd MO 64137",38.95366,-94.525798,1,rooftop,5620,"E Bannister Rd",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City"
"7700 E 87th St MO 64138",38.966649,-94.498679,1,rooftop,7700,"E 87th St",,,Raytown,MO,"Jackson County",64138,US,Jackson
"13100 Mo-350 MO 64139",38.965678,-94.428417,0.85,rooftop,13100,"Blue Pkwy",,,"Kansas City",MO,"Jackson County",64138,US,"City of Kansas City"
"13301 State Line Rd MO 64145",38.886239,-94.607394,1,rooftop,13301,"State Line Rd",,,"Kansas City",MO,"Jackson County",64145,US,Jackson
"5353 Nw 64th St MO 64151",39.209955,-94.642221,1,rooftop,5353,"NW 64th St",,,"Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"6830 Nw 83rd Ter MO 64152",39.245669,-94.659747,0.65,rooftop,6830,"NW 83rd Ter",,,"Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"9551 N Mcgee St MO 64155",39.265413,-94.576397,1,rooftop,9551,"N McGee St",,,"Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"150 Nw Barry Rd MO 64155",39.247114,-94.58272,1,rooftop,150,"NW Barry Rd",,,"Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"9701 N Ash Ave MO 64157",39.26794,-94.451153,1,rooftop,9701,"N Ash Ave",,,"Kansas City",MO,"Clay County",64157,US,"City of Kansas City"
"9851 Ne Barry Rd MO 64157",39.244029,-94.462488,0.85,rooftop,9851,"NE Barry Rd",,,"Kansas City",MO,"Clay County",64158,US,"City of Kansas City"
"8301 N Church Rd MO 64158",39.243107,-94.459635,0.86,nearest_rooftop_match,8281,"N Church Rd",,,"Kansas City",MO,"Clay County",64158,US,"City of Kansas City"
"1100 Main St MO 64105",39.100563,-94.583561,1,rooftop,1100,"Main St",,,"Kansas City",MO,"Jackson County",64105,US,Jackson
"2301 Holmes St MO 64108",39.084213,-94.575255,1,rooftop,2301,"Holmes St",,,"Kansas City",MO,"Jackson County",64108,US,"City of Kansas City"
"3255 Main St MO 64111",39.066988,-94.585132,1,rooftop,3255,"Main St",,,"Kansas City",MO,"Jackson County",64111,US,Jackson
"3741 Broadway St MO 64111",39.059615,-94.590454,1,range_interpolation,3741,"Broadway St",,,"Kansas City",MO,"Jackson County",64111,US,"TIGER/Line® dataset from the US Census Bureau"
"500 Nichols Rd MO 64112",39.041656,-94.594315,1,rooftop,500,"Nichols Rd",,,"Kansas City",MO,"Jackson County",64112,US,Jackson
"7887 State Line Rd MO 64114",38.986046,-94.607744,1,rooftop,7887,"State Line Rd",,,"Kansas City",MO,"Jackson County",64114,US,Jackson
"1300 W 103rd St MO 64114",38.942316,-94.607303,1,rooftop,1300,"W 103rd St",,,"Kansas City",MO,"Jackson County",64114,US,Jackson
"8326 Wornall Rd MO 64114",38.976337,-94.59536,1,rooftop,8326,"Wornall Rd",,,"Kansas City",MO,"Jackson County",64114,US,Jackson
"4002 N Oak Trfy MO 64116",39.167448,-94.577468,1,rooftop,4002,"N Oak Trfy",,,"Kansas City",MO,"Clay County",64116,US,"City of Kansas City"
"2200 Vernon St MO 64116",39.146868,-94.556367,1,range_interpolation,2200,"Vernon St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau"
"4400 N Chouteau Trfy MO 64117",39.1731,-94.535263,1,range_interpolation,4400,"N Chouteau Trfy",,,"Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau"
"7412 N Oak Trfy MO 64118",39.228559,-94.576229,1,range_interpolation,7412,"N Oak Trfy",,,"Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau"
"6305 N Antioch Rd MO 64119",39.20843,-94.548329,1,range_interpolation,6305,"N Antioch Rd",,,"Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"290 Us 69 MO 64119",39.199958,-94.50003,1,range_interpolation,290,"US Hwy 69",,,"Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"7207 N Hwy M1 MO 64119",39.227657,-94.545053,0.3,street_center,,"N Indiana Ave",,,"Kansas City",MO,"Clay County",64119,US,"TIGER/Line® dataset from the US Census Bureau"
"6701 E Front St MO 64120",39.129752,-94.503562,1,rooftop,6701,"E Front St",,,"Kansas City",MO,"Jackson County",64120,US,Jackson
"5347 Independence Ave MO 64124",39.10502,-94.519696,1,rooftop,5347,"Independence Ave",,,"Kansas City",MO,"Jackson County",64124,US,Jackson
"1421 Prospect Ave MO 64127",39.095496,-94.551194,1,rooftop,1421,"Prospect Ave",,,"Kansas City",MO,"Jackson County",64127,US,Jackson
"3051 Van Brunt Blvd MO 64128",39.069225,-94.520122,1,rooftop,3051,"Van Brunt Blvd",,,"Kansas City",MO,"Jackson County",64128,US,Jackson
"6996 Eastwood Trfy MO 64129",39.031296,-94.503578,1,rooftop,6996,"Eastwood Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson
"6406 Troost Ave MO 64131",39.011065,-94.575159,1,rooftop,6406,"Troost Ave",,,"Kansas City",MO,"Jackson County",64131,US,Jackson
"11290 Holmes Rd MO 64131",38.92149,-94.584058,1,rooftop,11290,"Holmes Rd",,,"Kansas City",MO,"Jackson County",64131,US,Jackson
"8304 Hickman Mills Dr MO 64132",38.975998,-94.555457,1,rooftop,8304,"Hickman Mills Dr",,,"Kansas City",MO,"Jackson County",64132,US,Jackson
"8909 E Mo-350 MO 64133",38.997236,-94.478852,1,rooftop,8909,"E M 350 Hwy",,,"Kansas City",MO,"Jackson County",64133,US,Jackson
"4398 E 115th St MO 64137",38.917303,-94.537074,1,range_interpolation,4398,"E 115th St",,,"Kansas City",MO,"Jackson County",64137,US,"TIGER/Line® dataset from the US Census Bureau"
"5620 E Bannister Rd MO 64137",38.95366,-94.525798,1,rooftop,5620,"E Bannister Rd",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City"
"7700 E 87th St MO 64138",38.966649,-94.498679,1,rooftop,7700,"E 87th St",,,Raytown,MO,"Jackson County",64138,US,Jackson
"13100 Mo-350 MO 64139",38.965678,-94.428417,0.85,rooftop,13100,"Blue Pkwy",,,"Kansas City",MO,"Jackson County",64138,US,"City of Kansas City"
"13301 State Line Rd MO 64145",38.886239,-94.607394,1,rooftop,13301,"State Line Rd",,,"Kansas City",MO,"Jackson County",64145,US,Jackson
"5353 Nw 64th St MO 64151",39.209955,-94.642221,1,rooftop,5353,"NW 64th St",,,"Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"6830 Nw 83rd Ter MO 64152",39.245669,-94.659747,0.65,rooftop,6830,"NW 83rd Ter",,,"Kansas City",MO,"Platte County",64151,US,"City of Kansas City"
"9551 N Mcgee St MO 64155",39.265413,-94.576397,1,rooftop,9551,"N McGee St",,,"Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"150 Nw Barry Rd MO 64155",39.247114,-94.58272,1,rooftop,150,"NW Barry Rd",,,"Kansas City",MO,"Clay County",64155,US,"City of Kansas City"
"9701 N Ash Ave MO 64157",39.26794,-94.451153,1,rooftop,9701,"N Ash Ave",,,"Kansas City",MO,"Clay County",64157,US,"City of Kansas City"
"9851 Ne Barry Rd MO 64157",39.244029,-94.462488,0.85,rooftop,9851,"NE Barry Rd",,,"Kansas City",MO,"Clay County",64158,US,"City of Kansas City"
"8301 N Church Rd MO 64158",39.243107,-94.459635,0.86,nearest_rooftop_match,8281,"N Church Rd",,,"Kansas City",MO,"Clay County",64158,US,"City of Kansas City"
"2210 N Baltimore St MO 63501",40.215056,-92.582232,1,range_interpolation,2210,"N Baltimore St",,,Kirksville,MO,"Adair County",63501,US,"TIGER/Line® dataset from the US Census Bureau"
"1401 S Baltimore St MO 63501",40.183588,-92.572081,0.9,range_interpolation,1401,"S Baltimore St",,,Kirksville,MO,"Adair County",63501,US,"TIGER/Line® dataset from the US Census Bureau"
"2210 N Baltimore St MO 63501",40.215056,-92.582232,1,range_interpolation,2210,"N Baltimore St",,,Kirksville,MO,"Adair County",63501,US,"TIGER/Line® dataset from the US Census Bureau"
"1401 S Baltimore St MO 63501",40.183588,-92.572081,0.9,range_interpolation,1401,"S Baltimore St",,,Kirksville,MO,"Adair County",63501,US,"TIGER/Line® dataset from the US Census Bureau"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"885 Robert Raymond Dr MO 63367",38.768727,-90.782544,1,rooftop,885,"Robert Raymond Dr",,,"Lake Saint Louis",MO,"St. Charles County",63367,US,"St Charles"
"900 E Langsford Rd MO 64063",38.917781,-94.361899,1,range_interpolation,900,"E Langsford Rd",,,"Lees Summit",MO,"Jackson County",64063,US,"TIGER/Line® dataset from the US Census Bureau"
"1809 Blue Pkwy MO 64063",38.903604,-94.338905,1,rooftop,1809,"SE Blue Pkwy",,,"Lees Summit",MO,"Jackson County",64063,US,Jackson
"901 Nw Chipman Rd MO 64063",38.925345,-94.399091,1,rooftop,901,"NW Chipman Rd",,,"Lees Summit",MO,"Jackson County",64063,US,Jackson
"900 Ne Columbus St MO 64086",38.92126,-94.359712,1,rooftop,900,"NE Columbus St",,,"Lees Summit",MO,"Jackson County",64086,US,Jackson
"900 E Langsford Rd MO 64063",38.917781,-94.361899,1,range_interpolation,900,"E Langsford Rd",,,"Lees Summit",MO,"Jackson County",64063,US,"TIGER/Line® dataset from the US Census Bureau"
"1809 Blue Pkwy MO 64063",38.903604,-94.338905,1,rooftop,1809,"SE Blue Pkwy",,,"Lees Summit",MO,"Jackson County",64063,US,Jackson
"901 Nw Chipman Rd MO 64063",38.925345,-94.399091,1,rooftop,901,"NW Chipman Rd",,,"Lees Summit",MO,"Jackson County",64063,US,Jackson
"900 Ne Columbus St MO 64086",38.92126,-94.359712,1,rooftop,900,"NE Columbus St",,,"Lees Summit",MO,"Jackson County",64086,US,Jackson
"1304 E Highway 24 MO 65270",39.437961,-92.445983,0.6,street_center,,"US Hwy 24",,,Moberly,MO,"Randolph County",65270,US,"TIGER/Line® dataset from the US Census Bureau"
"1501 N Morley St MO 65270",39.434248,-92.433081,1,range_interpolation,1501,"N Morley St",,,Moberly,MO,"Randolph County",65270,US,"TIGER/Line® dataset from the US Census Bureau"
"1304 E Highway 24 MO 65270",39.437961,-92.445983,0.6,street_center,,"US Hwy 24",,,Moberly,MO,"Randolph County",65270,US,"TIGER/Line® dataset from the US Census Bureau"
"1501 N Morley St MO 65270",39.434248,-92.433081,1,range_interpolation,1501,"N Morley St",,,Moberly,MO,"Randolph County",65270,US,"TIGER/Line® dataset from the US Census Bureau"
"3200 Lusk Dr MO 64850",36.84171,-94.39427,0.6,street_center,,"Lusk Dr",,,Neosho,MO,"Newton County",64850,US,"TIGER/Line® dataset from the US Census Bureau"
"708 S Neosho Blvd MO 64850",36.862898,-94.382068,1,range_interpolation,708,"S Neosho Blvd",,,Neosho,MO,"Newton County",64850,US,"TIGER/Line® dataset from the US Census Bureau"
"3200 Lusk Dr MO 64850",36.84171,-94.39427,0.6,street_center,,"Lusk Dr",,,Neosho,MO,"Newton County",64850,US,"TIGER/Line® dataset from the US Census Bureau"
"708 S Neosho Blvd MO 64850",36.862898,-94.382068,1,range_interpolation,708,"S Neosho Blvd",,,Neosho,MO,"Newton County",64850,US,"TIGER/Line® dataset from the US Census Bureau"
"201 W Austin Blvd MO 64772",37.837335,-94.358026,1,range_interpolation,201,"W Austin Blvd",,,Nevada,MO,"Vernon County",64772,US,"TIGER/Line® dataset from the US Census Bureau"
"2250 Lincoln Ave MO 89301",39.254772,-114.875658,1,range_interpolation,2250,"Lincoln Ave",,,Ely,NV,"White Pine County",89301,US,"TIGER/Line® dataset from the US Census Bureau"
"201 W Austin Blvd MO 64772",37.837335,-94.358026,1,range_interpolation,201,"W Austin Blvd",,,Nevada,MO,"Vernon County",64772,US,"TIGER/Line® dataset from the US Census Bureau"
"2250 Lincoln Ave MO 89301",39.254772,-114.875658,1,range_interpolation,2250,"Lincoln Ave",,,Ely,NV,"White Pine County",89301,US,"TIGER/Line® dataset from the US Census Bureau"
"4001 Crusher Dr MO 63304",38.703508,-90.667522,0.33,place,,,,,"Saint Charles",MO,"St. Charles County",63304,US,"TIGER/Line® dataset from the US Census Bureau"
"2144 W Terra Ln MO 63366",38.805288,-90.769806,1,rooftop,2144,"W Terra Ln",,,"O Fallon",MO,"St. Charles County",63366,US,"St Charles"
"1001 N Main St MO 63366",38.822025,-90.700147,1,rooftop,1001,"N Main St",,,"O Fallon",MO,"St. Charles County",63366,US,"St Charles"
"101 McDonald Ln MO 63366",38.801726,-90.699351,1,rooftop,101,"McDonald Ln",,,"O Fallon",MO,"St. Charles County",63366,US,"St Charles"
"2915 Highway K MO 63368",38.758881,-90.700941,1,rooftop,2915,"Highway K",,,"O Fallon",MO,"St. Charles County",63368,US,"St Charles"
"4001 Crusher Dr MO 63304",38.703508,-90.667522,0.33,place,,,,,"Saint Charles",MO,"St. Charles County",63304,US,"TIGER/Line® dataset from the US Census Bureau"
"2144 W Terra Ln MO 63366",38.805288,-90.769806,1,rooftop,2144,"W Terra Ln",,,"O Fallon",MO,"St. Charles County",63366,US,"St Charles"
"1001 N Main St MO 63366",38.822025,-90.700147,1,rooftop,1001,"N Main St",,,"O Fallon",MO,"St. Charles County",63366,US,"St Charles"
"101 McDonald Ln MO 63366",38.801726,-90.699351,1,rooftop,101,"McDonald Ln",,,"O Fallon",MO,"St. Charles County",63366,US,"St Charles"
