location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"11212 W Lincoln Hwy IL 60448",41.504465,-87.891073,1,rooftop,11212,"W Lincoln Hwy",,,Mokena,IL,"Will County",60448,US,Will
"8801 West 191st Street IL 60448",41.543091,-87.839078,0.87,range_interpolation,8801,"W 191st",,,Mokena,IL,"Will County",60448,US,"TIGER/Line® dataset from the US Census Bureau"
"18700 S Wolf Rd IL 60448",41.549195,-87.890801,1,rooftop,18700,"S Wolf Rd",,,Mokena,IL,"Will County",60448,US,Will
"9000 W 192nd St IL 60448",41.541678,-87.836231,1,rooftop,9000,"W 192nd St",,,Mokena,IL,"Will County",60448,US,Will
"11212 W Lincoln Hwy IL 60448",41.504465,-87.891073,1,rooftop,11212,"W Lincoln Hwy",,,Mokena,IL,"Will County",60448,US,Will
"197 U.S. 6 IL 60450",41.387256,-88.41778,1,range_interpolation,197,"US Hwy 6",,,Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
"1359 Division St IL 60450",41.37058,-88.422151,1,range_interpolation,1359,"Division St",,,Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
"209-101 U.S. 6 IL 60450",41.37334,-88.422078,0.87,range_interpolation,209,"W US Hwy 6",,,Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
"197 U.S. 6 IL 60450",41.387256,-88.41778,1,range_interpolation,197,"US Hwy 6",,,Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
"1359 Division St IL 60450",41.37058,-88.422151,1,range_interpolation,1359,"Division St",,,Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
"209-101 U.S. 6 IL 60450",41.37334,-88.422078,0.87,range_interpolation,209,"W US Hwy 6",,,Morris,IL,"Grundy County",60450,US,"TIGER/Line® dataset from the US Census Bureau"
"820 E Rand Rd IL 60056",42.070857,-87.925685,1,rooftop,820,"E Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"820 E Rand Rd IL 60056",42.070857,-87.925685,1,rooftop,820,"E Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"1301 N Wolf Rd IL 60056",42.107373,-87.907223,0.6,rooftop,1301,"S Wolf Rd",,,"Prospect Heights",IL,"Cook County",60070,US,Cook
"1001 S Busse Rd IL 60056",42.047756,-87.959718,1,rooftop,1001,"S Busse Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"1001 S Busse Rd IL 60056",42.047756,-87.959718,1,rooftop,1001,"S Busse Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"820 E Rand Rd IL 60056",42.070857,-87.925685,1,rooftop,820,"E Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"820 E Rand Rd IL 60056",42.070857,-87.925685,1,rooftop,820,"E Rand Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"1301 N Wolf Rd IL 60056",42.107373,-87.907223,0.6,rooftop,1301,"S Wolf Rd",,,"Prospect Heights",IL,"Cook County",60070,US,Cook
"1001 S Busse Rd IL 60056",42.047756,-87.959718,1,rooftop,1001,"S Busse Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"1001 S Busse Rd IL 60056",42.047756,-87.959718,1,rooftop,1001,"S Busse Rd",,,"Mount Prospect",IL,"Cook County",60056,US,Cook
"722 Illinois 83 IL 60060",42.253112,-88.020123,0.6,rooftop,722,"S IL Route 60",,,Mundelein,IL,"Lake County",60060,US,Lake
"346 N Lake St IL 60060",42.269415,-88.004301,1,rooftop,346,"N Lake St",,,Mundelein,IL,"Lake County",60060,US,Lake
"722 Illinois 83 IL 60060",42.253112,-88.020123,0.6,rooftop,722,"S IL Route 60",,,Mundelein,IL,"Lake County",60060,US,Lake
"346 N Lake St IL 60060",42.269415,-88.004301,1,rooftop,346,"N Lake St",,,Mundelein,IL,"Lake County",60060,US,Lake
"1580 W Ogden Ave IL 60540",41.76696,-88.184268,1,rooftop,1580,"W Ogden Ave",,,Naperville,IL,"DuPage County",60540,US,Ingham
"702 South Washington Street IL 60540",41.765477,-88.148481,1,rooftop,702,"S Washington St",,,Naperville,IL,"DuPage County",60540,US,Ingham
"606 S State Route 59 IL 60540",41.761924,-88.205901,1,range_interpolation,606,"State Rte 59",,,Naperville,IL,"DuPage County",60540,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 S Naper Blvd IL 60540",41.752393,-88.115818,1,rooftop,1201,"S Naper Blvd",,,Naperville,IL,"DuPage County",60540,US,Waco
"1991 Brookdale Rd IL 60563",41.792742,-88.204784,1,rooftop,1991,"Brookdale Rd",,,Naperville,IL,"DuPage County",60563,US,Ingham
"1780 North Aurora Road IL 60563",41.780607,-88.204772,1,rooftop,1780,"N Aurora Rd",,,Naperville,IL,"DuPage County",60563,US,Ingham
"811 E Ogden Ave IL 60563",41.787699,-88.134897,1,rooftop,811,"E Ogden Ave",,,Naperville,IL,"DuPage County",60563,US,Ingham
"4003 Plainfield Naperville Rd IL 60564",41.696175,-88.16745,1,rooftop,4003,"Naperville-Plainfield Rd",,,Naperville,IL,"Will County",60564,US,Will
"3108 State Route 59 IL 60564",41.708964,-88.204093,1,rooftop,3108,"State Rte 59",,,Naperville,IL,"Will County",60564,US,"City of Naperville"
"2035 S Washington St IL 60565",41.730714,-88.130458,1,rooftop,2035,"S Washington St",,,Naperville,IL,"DuPage County",60565,US,Ingham
"1580 W Ogden Ave IL 60540",41.76696,-88.184268,1,rooftop,1580,"W Ogden Ave",,,Naperville,IL,"DuPage County",60540,US,Ingham
"702 South Washington Street IL 60540",41.765477,-88.148481,1,rooftop,702,"S Washington St",,,Naperville,IL,"DuPage County",60540,US,Ingham
"606 S State Route 59 IL 60540",41.761924,-88.205901,1,range_interpolation,606,"State Rte 59",,,Naperville,IL,"DuPage County",60540,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 S Naper Blvd IL 60540",41.752393,-88.115818,1,rooftop,1201,"S Naper Blvd",,,Naperville,IL,"DuPage County",60540,US,Waco
"1991 Brookdale Rd IL 60563",41.792742,-88.204784,1,rooftop,1991,"Brookdale Rd",,,Naperville,IL,"DuPage County",60563,US,Ingham
"1780 North Aurora Road IL 60563",41.780607,-88.204772,1,rooftop,1780,"N Aurora Rd",,,Naperville,IL,"DuPage County",60563,US,Ingham
"811 E Ogden Ave IL 60563",41.787699,-88.134897,1,rooftop,811,"E Ogden Ave",,,Naperville,IL,"DuPage County",60563,US,Ingham
"4003 Plainfield Naperville Rd IL 60564",41.696175,-88.16745,1,rooftop,4003,"Naperville-Plainfield Rd",,,Naperville,IL,"Will County",60564,US,Will
"3108 State Route 59 IL 60564",41.708964,-88.204093,1,rooftop,3108,"State Rte 59",,,Naperville,IL,"Will County",60564,US,"City of Naperville"
"2035 S Washington St IL 60565",41.730714,-88.130458,1,rooftop,2035,"S Washington St",,,Naperville,IL,"DuPage County",60565,US,Ingham
"7525 N Harlem Ave IL 60714",42.017961,-87.806316,1,rooftop,7525,"N Harlem Ave",,,Niles,IL,"Cook County",60714,US,Cook
"7235 N Caldwell Ave IL 60714",42.013095,-87.789444,1,range_interpolation,7235,"N Caldwell Ave",,,Niles,IL,"Cook County",60714,US,"TIGER/Line® dataset from the US Census Bureau"
"9721 N Milwaukee Ave IL 60714",42.056549,-87.840956,0.66,nearest_rooftop_match,9650,"N Milwaukee Ave",,,Niles,IL,"Cook County",60714,US,Cook
"7039 W Dempster St IL 60714",42.040355,-87.802833,0.8,rooftop,7039,"Dempster St",,,Niles,IL,"Cook County",60714,US,Cook
"7525 N Harlem Ave IL 60714",42.017961,-87.806316,1,rooftop,7525,"N Harlem Ave",,,Niles,IL,"Cook County",60714,US,Cook
"7235 N Caldwell Ave IL 60714",42.013095,-87.789444,1,range_interpolation,7235,"N Caldwell Ave",,,Niles,IL,"Cook County",60714,US,"TIGER/Line® dataset from the US Census Bureau"
"9721 N Milwaukee Ave IL 60714",42.056549,-87.840956,0.66,nearest_rooftop_match,9650,"N Milwaukee Ave",,,Niles,IL,"Cook County",60714,US,Cook
"7039 W Dempster St IL 60714",42.040355,-87.802833,0.8,rooftop,7039,"Dempster St",,,Niles,IL,"Cook County",60714,US,Cook
"5050 N Cumberland Ave Ste 8843 IL 60706",41.971178,-87.837402,1,rooftop,5050,"N Cumberland Ave",Ste,8843,Norridge,IL,"Cook County",60706,US,"City of Chicago"
"7801 W Lawrence Ave IL 60706",41.967057,-87.821899,1,range_interpolation,7801,"W Lawrence Ave",,,Norridge,IL,"Cook County",60706,US,"TIGER/Line® dataset from the US Census Bureau"
"5050 N Cumberland Ave Ste 8843 IL 60706",41.971178,-87.837402,1,rooftop,5050,"N Cumberland Ave",Ste,8843,Norridge,IL,"Cook County",60706,US,"City of Chicago"
"7801 W Lawrence Ave IL 60706",41.967057,-87.821899,1,range_interpolation,7801,"W Lawrence Ave",,,Norridge,IL,"Cook County",60706,US,"TIGER/Line® dataset from the US Census Bureau"
"257 Genesis Way IL 60542",41.800471,-88.375896,0.87,nearest_rooftop_match,241,"Genesis Dr",,,"North Aurora",IL,"Kane County",60542,US,Kane
"407 S Lincolnway IL 60542",41.790776,-88.321564,1,rooftop,407,"S Lincolnway St",,,"North Aurora",IL,"Kane County",60542,US,Kane
"257 Genesis Way IL 60542",41.800471,-88.375896,0.87,nearest_rooftop_match,241,"Genesis Dr",,,"North Aurora",IL,"Kane County",60542,US,Kane
"407 S Lincolnway IL 60542",41.790776,-88.321564,1,rooftop,407,"S Lincolnway St",,,"North Aurora",IL,"Kane County",60542,US,Kane
"3369 Buckley Rd IL 60064",42.308859,-87.874715,0.8,range_interpolation,3369,"Buckley Rd",,,Libertyville,IL,"Lake County",60048,US,"TIGER/Line® dataset from the US Census Bureau"
"2829 Martin Luther King Jr Dr IL 60064",42.319108,-87.867432,1,rooftop,2829,"Martin Luther King Jr Dr",,,"North Chicago",IL,"Lake County",60064,US,Lake
"3369 Buckley Rd IL 60064",42.308859,-87.874715,0.8,range_interpolation,3369,"Buckley Rd",,,Libertyville,IL,"Lake County",60048,US,"TIGER/Line® dataset from the US Census Bureau"
"2829 Martin Luther King Jr Dr IL 60064",42.319108,-87.867432,1,rooftop,2829,"Martin Luther King Jr Dr",,,"North Chicago",IL,"Lake County",60064,US,Lake
"1945 Willow Rd IL 60062",42.105243,-87.828389,1,rooftop,1945,"Willow Rd",,,Northbrook,IL,"Cook County",60062,US,Cook
"2847 Dundee Rd IL 60062",42.13788,-87.849945,1,rooftop,2847,"Dundee Rd",,,Northbrook,IL,"Cook County",60062,US,Cook
"1945 Willow Rd IL 60062",42.105243,-87.828389,1,rooftop,1945,"Willow Rd",,,Northbrook,IL,"Cook County",60062,US,Cook
"2847 Dundee Rd IL 60062",42.13788,-87.849945,1,rooftop,2847,"Dundee Rd",,,Northbrook,IL,"Cook County",60062,US,Cook
"4152 W 167th St IL 60452",41.586556,-87.717223,1,rooftop,4152,"W 167th St",,,"Oak Forest",IL,"Cook County",60452,US,Cook
"5160 159th St IL 60452",41.602953,-87.745288,1,range_interpolation,5160,"159th St",,,"Oak Forest",IL,"Cook County",60452,US,"TIGER/Line® dataset from the US Census Bureau"
"4152 W 167th St IL 60452",41.586556,-87.717223,1,rooftop,4152,"W 167th St",,,"Oak Forest",IL,"Cook County",60452,US,Cook
"5160 159th St IL 60452",41.602953,-87.745288,1,range_interpolation,5160,"159th St",,,"Oak Forest",IL,"Cook County",60452,US,"TIGER/Line® dataset from the US Census Bureau"
"5116 museum Drive IL 60453",41.719634,-87.748013,0.9,rooftop,5116,"W Museum Dr",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"6408 W 95th St IL 60453",41.719742,-87.780124,1,range_interpolation,6408,"W 95th St",,,"Oak Lawn",IL,"Cook County",60453,US,"TIGER/Line® dataset from the US Census Bureau"
"10301 Central Avenue IL 60453",41.705402,-87.759793,1,range_interpolation,10301,"Central Ave",,,"Oak Lawn",IL,"Cook County",60453,US,"TIGER/Line® dataset from the US Census Bureau"
"9304 S Cicero Ave IL 60453",41.723376,-87.741447,1,rooftop,9304,"S Cicero Ave",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"5116 museum Drive IL 60453",41.719634,-87.748013,0.9,rooftop,5116,"W Museum Dr",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"6408 W 95th St IL 60453",41.719742,-87.780124,1,range_interpolation,6408,"W 95th St",,,"Oak Lawn",IL,"Cook County",60453,US,"TIGER/Line® dataset from the US Census Bureau"
"10301 Central Avenue IL 60453",41.705402,-87.759793,1,range_interpolation,10301,"Central Ave",,,"Oak Lawn",IL,"Cook County",60453,US,"TIGER/Line® dataset from the US Census Bureau"
"9304 S Cicero Ave IL 60453",41.723376,-87.741447,1,rooftop,9304,"S Cicero Ave",,,"Oak Lawn",IL,"Cook County",60453,US,Cook
"7117 West North Avenue IL 60302",41.908504,-87.805056,1,rooftop,7117,"W North Ave",,,"Oak Park",IL,"Cook County",60302,US,Cook
"6820 Roosevelt Rd IL 60304",41.865287,-87.794612,1,range_interpolation,6820,"Roosevelt Rd",,,"Oak Park",IL,"Cook County",60304,US,"TIGER/Line® dataset from the US Census Bureau"
"7117 West North Avenue IL 60302",41.908504,-87.805056,1,rooftop,7117,"W North Ave",,,"Oak Park",IL,"Cook County",60302,US,Cook
"6820 Roosevelt Rd IL 60304",41.865287,-87.794612,1,range_interpolation,6820,"Roosevelt Rd",,,"Oak Park",IL,"Cook County",60304,US,"TIGER/Line® dataset from the US Census Bureau"
"17521 East Roosevelt Road IL 60181",41.875379,-87.97643,0.33,place,,,,,"Villa Park",IL,"DuPage County",60181,US,"TIGER/Line® dataset from the US Census Bureau"
"17w422 22nd St IL 60181",41.845994,-87.982583,0.69,range_interpolation,17,"W 22nd St",,,"Villa Park",IL,"DuPage County",60181,US,"TIGER/Line® dataset from the US Census Bureau"
"17521 East Roosevelt Road IL 60181",41.875379,-87.97643,0.33,place,,,,,"Villa Park",IL,"DuPage County",60181,US,"TIGER/Line® dataset from the US Census Bureau"
"17w422 22nd St IL 60181",41.845994,-87.982583,0.69,range_interpolation,17,"W 22nd St",,,"Villa Park",IL,"DuPage County",60181,US,"TIGER/Line® dataset from the US Census Bureau"
"3252 Vollmer Rd IL 60461",41.527332,-87.695854,1,rooftop,3252,"Vollmer Rd",,,"Olympia Fields",IL,"Cook County",60461,US,Cook
"2520 Lincoln Hwy IL 60461",41.505759,-87.678622,1,rooftop,2520,"Lincoln Hwy",,,"Olympia Fields",IL,"Cook County",60461,US,Cook
"3252 Vollmer Rd IL 60461",41.527332,-87.695854,1,rooftop,3252,"Vollmer Rd",,,"Olympia Fields",IL,"Cook County",60461,US,Cook
"2520 Lincoln Hwy IL 60461",41.505759,-87.678622,1,rooftop,2520,"Lincoln Hwy",,,"Olympia Fields",IL,"Cook County",60461,US,Cook
"14461 S La Grange Rd IL 60462",41.625307,-87.83293,0.22,place,,,,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"15609 S Harlem Ave IL 60462",41.607159,-87.794152,1,range_interpolation,15609,"S Harlem Ave",,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"8940 W 159th St IL 60462",41.602157,-87.837936,0.68,nearest_rooftop_match,8950,"159th St",,,"Orland Park",IL,"Cook County",60462,US,Cook
"11309 West 143rd Street IL 60467",41.629529,-87.897226,1,range_interpolation,11309,"W 143rd St",,,"Orland Park",IL,"Cook County",60467,US,"TIGER/Line® dataset from the US Census Bureau"
"11289 W 143rd St IL 60467",41.629529,-87.897215,1,range_interpolation,11289,"W 143rd St",,,"Orland Park",IL,"Cook County",60467,US,"TIGER/Line® dataset from the US Census Bureau"
"14461 S La Grange Rd IL 60462",41.625307,-87.83293,0.22,place,,,,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"15609 S Harlem Ave IL 60462",41.607159,-87.794152,1,range_interpolation,15609,"S Harlem Ave",,,"Orland Park",IL,"Cook County",60462,US,"TIGER/Line® dataset from the US Census Bureau"
"8940 W 159th St IL 60462",41.602157,-87.837936,0.68,nearest_rooftop_match,8950,"159th St",,,"Orland Park",IL,"Cook County",60462,US,Cook
"11309 West 143rd Street IL 60467",41.629529,-87.897226,1,range_interpolation,11309,"W 143rd St",,,"Orland Park",IL,"Cook County",60467,US,"TIGER/Line® dataset from the US Census Bureau"
"11289 W 143rd St IL 60467",41.629529,-87.897215,1,range_interpolation,11289,"W 143rd St",,,"Orland Park",IL,"Cook County",60467,US,"TIGER/Line® dataset from the US Census Bureau"
"2420 U.S. 34 IL 60543",41.704088,-88.306552,1,rooftop,2420,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,Kendall
"4032 Us-34 IL 60543",41.687662,-88.338477,1,rooftop,4032,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,Kendall
"2420 U.S. 34 IL 60543",41.704088,-88.306552,1,rooftop,2420,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,Kendall
"4032 Us-34 IL 60543",41.687662,-88.338477,1,rooftop,4032,"State Rte 34",,,Oswego,IL,"Kendall County",60543,US,Kendall
"231 West Northwest Highway IL 60067",42.101977,-88.055804,0.22,place,,,,,Palatine,IL,"Cook County",60067,US,"TIGER/Line® dataset from the US Census Bureau"
"801 E Dundee Rd IL 60074",42.138743,-88.023748,1,rooftop,801,"E Dundee Rd",,,Palatine,IL,"Cook County",60074,US,Cook
"231 West Northwest Highway IL 60067",42.101977,-88.055804,0.22,place,,,,,Palatine,IL,"Cook County",60067,US,"TIGER/Line® dataset from the US Census Bureau"
"801 E Dundee Rd IL 60074",42.138743,-88.023748,1,rooftop,801,"E Dundee Rd",,,Palatine,IL,"Cook County",60074,US,Cook
"13029 South La Grange Road IL 60464",41.653352,-87.853142,1,rooftop,13029,"S La Grange Rd",,,"Palos Park",IL,"Cook County",60464,US,Cook
"11901 S 80th Ave IL 60464",41.674515,-87.815659,1,rooftop,11901,"S 80th Ave",,,"Palos Park",IL,"Cook County",60464,US,Cook
"13029 South La Grange Road IL 60464",41.653352,-87.853142,1,rooftop,13029,"S La Grange Rd",,,"Palos Park",IL,"Cook County",60464,US,Cook
"11901 S 80th Ave IL 60464",41.674515,-87.815659,1,rooftop,11901,"S 80th Ave",,,"Palos Park",IL,"Cook County",60464,US,Cook
"1129 Touhy Avenue IL 60068",42.010602,-87.840464,0.9,rooftop,1129,"W Touhy Ave",,,"Park Ridge",IL,"Cook County",60068,US,Cook
"2606 West Dempster Street IL 60068",42.04,-87.859473,0.8,rooftop,2606,"Dempster St",,,"Park Ridge",IL,"Cook County",60068,US,Cook
"1129 Touhy Avenue IL 60068",42.010602,-87.840464,0.9,rooftop,1129,"W Touhy Ave",,,"Park Ridge",IL,"Cook County",60068,US,Cook
"2606 West Dempster Street IL 60068",42.04,-87.859473,0.8,rooftop,2606,"Dempster St",,,"Park Ridge",IL,"Cook County",60068,US,Cook
"1600 N Knoxville Ave IL 61603",40.706548,-89.59358,1,rooftop,1600,"N Knoxville Ave",,,Peoria,IL,"Peoria County",61603,US,Peoria
"613 N Western Ave IL 61604",40.695267,-89.623329,1,rooftop,613,"N Western Ave",,,Peoria,IL,"Peoria County",61604,US,Peoria
"3428 N University St IL 61604",40.729885,-89.612398,1,rooftop,3428,"N University St",,,Peoria,IL,"Peoria County",61604,US,Peoria
"5205 N Karen Ct IL 61615",40.751128,-89.638617,1,range_interpolation,5205,"N Karen Ct",,,Peoria,IL,"Peoria County",61615,US,"TIGER/Line® dataset from the US Census Bureau"
"4525 N Sterling Ave IL 61615",40.743491,-89.632189,1,rooftop,4525,"N Sterling Ave",,,Peoria,IL,"Peoria County",61615,US,Peoria
"1600 N Knoxville Ave IL 61603",40.706548,-89.59358,1,rooftop,1600,"N Knoxville Ave",,,Peoria,IL,"Peoria County",61603,US,Peoria
"613 N Western Ave IL 61604",40.695267,-89.623329,1,rooftop,613,"N Western Ave",,,Peoria,IL,"Peoria County",61604,US,Peoria
"3428 N University St IL 61604",40.729885,-89.612398,1,rooftop,3428,"N University St",,,Peoria,IL,"Peoria County",61604,US,Peoria
"5205 N Karen Ct IL 61615",40.751128,-89.638617,1,range_interpolation,5205,"N Karen Ct",,,Peoria,IL,"Peoria County",61615,US,"TIGER/Line® dataset from the US Census Bureau"
"4525 N Sterling Ave IL 61615",40.743491,-89.632189,1,rooftop,4525,"N Sterling Ave",,,Peoria,IL,"Peoria County",61615,US,Peoria
"13313 S Route 59 IL 60585",41.640964,-88.202412,1,rooftop,13313,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"12690 S Route 59 IL 60585",41.653511,-88.206542,1,rooftop,12690,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"11900 S Route 59 IL 60585",41.66568,-88.204865,1,rooftop,11900,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"13313 S Route 59 IL 60585",41.640964,-88.202412,1,rooftop,13313,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"12690 S Route 59 IL 60585",41.653511,-88.206542,1,rooftop,12690,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"11900 S Route 59 IL 60585",41.66568,-88.204865,1,rooftop,11900,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"9259 W Cermak Rd IL 60546",41.849257,-87.854105,1,range_interpolation,9259,"W Cermak Rd",,,Riverside,IL,"Cook County",60546,US,"TIGER/Line® dataset from the US Census Bureau"
"8360 W Cermak Rd IL 60546",41.849724,-87.831137,0.9,range_interpolation,8360,"W Cermak Rd",,,Riverside,IL,"Cook County",60546,US,"TIGER/Line® dataset from the US Census Bureau"
"7501 W Cermak Rd IL 60546",41.85044,-87.808078,1,range_interpolation,7501,"W Cermak Rd",,,Riverside,IL,"Cook County",60546,US,"TIGER/Line® dataset from the US Census Bureau"
"9259 W Cermak Rd IL 60546",41.849257,-87.854105,1,range_interpolation,9259,"W Cermak Rd",,,Riverside,IL,"Cook County",60546,US,"TIGER/Line® dataset from the US Census Bureau"
"8360 W Cermak Rd IL 60546",41.849724,-87.831137,0.9,range_interpolation,8360,"W Cermak Rd",,,Riverside,IL,"Cook County",60546,US,"TIGER/Line® dataset from the US Census Bureau"
"7501 W Cermak Rd IL 60546",41.85044,-87.808078,1,range_interpolation,7501,"W Cermak Rd",,,Riverside,IL,"Cook County",60546,US,"TIGER/Line® dataset from the US Census Bureau"
"2542 S Alpine Rd IL 61108",42.237263,-89.028906,1,range_interpolation,2542,"S Alpine Rd",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"7370 East State Street IL 61108",42.270236,-88.972615,1,range_interpolation,7370,"E State St",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"3511 E State St IL 61108",42.265729,-89.041363,1,rooftop,3511,"E State St",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"2542 S Alpine Rd IL 61108",42.237263,-89.028906,1,range_interpolation,2542,"S Alpine Rd",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"7370 East State Street IL 61108",42.270236,-88.972615,1,range_interpolation,7370,"E State St",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"3511 E State St IL 61108",42.265729,-89.041363,1,rooftop,3511,"E State St",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"W Algonquin Rd IL 60005",42.060608,-88.017323,1,street_center,,"W Algonquin Rd",,,"Arlington Heights",IL,"Cook County",60005,US,"TIGER/Line® dataset from the US Census Bureau"
"1300 Hicks Road IL 60008",42.096002,-88.033501,1,rooftop,1300,"Hicks Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"3350 Kirchoff Rd IL 60008",42.079232,-88.021717,1,rooftop,3350,"Kirchoff Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"2230 Algonquin Rd IL 60008",42.059057,-88.009578,1,rooftop,2230,"Algonquin Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"1450 Golf Rd IL 60008",42.051793,-87.998758,1,rooftop,1450,"Golf Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"W Algonquin Rd IL 60005",42.060608,-88.017323,1,street_center,,"W Algonquin Rd",,,"Arlington Heights",IL,"Cook County",60005,US,"TIGER/Line® dataset from the US Census Bureau"
"1300 Hicks Road IL 60008",42.096002,-88.033501,1,rooftop,1300,"Hicks Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"3350 Kirchoff Rd IL 60008",42.079232,-88.021717,1,rooftop,3350,"Kirchoff Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"2230 Algonquin Rd IL 60008",42.059057,-88.009578,1,rooftop,2230,"Algonquin Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"1450 Golf Rd IL 60008",42.051793,-87.998758,1,rooftop,1450,"Golf Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"649 N Independence Blvd IL 60446",41.653079,-88.08012,1,rooftop,649,"N Independence Blvd",,,Romeoville,IL,"Will County",60446,US,Will
"420 South Weber Road IL 60446",41.607414,-88.126788,1,rooftop,420,"S Weber Rd",,,Romeoville,IL,"Will County",60446,US,Will
"659 N Independence Blvd IL 60446",41.654247,-88.079832,1,rooftop,659,"N Independence Blvd",,,Romeoville,IL,"Will County",60446,US,Will
"649 N Independence Blvd IL 60446",41.653079,-88.08012,1,rooftop,649,"N Independence Blvd",,,Romeoville,IL,"Will County",60446,US,Will
"420 South Weber Road IL 60446",41.607414,-88.126788,1,rooftop,420,"S Weber Rd",,,Romeoville,IL,"Will County",60446,US,Will
"659 N Independence Blvd IL 60446",41.654247,-88.079832,1,rooftop,659,"N Independence Blvd",,,Romeoville,IL,"Will County",60446,US,Will
"1550 Lake Street IL 60172",41.972387,-88.118613,0.7,nearest_rooftop_match,1600,"W Lake St",,,Roselle,IL,"DuPage County",60172,US,Dupage
"641 North Roselle Road IL 60172",41.997025,-88.080018,1,range_interpolation,641,"N Roselle Rd",,,Roselle,IL,"Cook County",60172,US,"TIGER/Line® dataset from the US Census Bureau"
"253 E Irving Park Rd IL 60172",41.983399,-88.074471,0.84,nearest_rooftop_match,225,"E Irving Park Rd",,,Roselle,IL,"DuPage County",60172,US,Dupage
"1550 Lake Street IL 60172",41.972387,-88.118613,0.7,nearest_rooftop_match,1600,"W Lake St",,,Roselle,IL,"DuPage County",60172,US,Dupage
"641 North Roselle Road IL 60172",41.997025,-88.080018,1,range_interpolation,641,"N Roselle Rd",,,Roselle,IL,"Cook County",60172,US,"TIGER/Line® dataset from the US Census Bureau"
"253 E Irving Park Rd IL 60172",41.983399,-88.074471,0.84,nearest_rooftop_match,225,"E Irving Park Rd",,,Roselle,IL,"DuPage County",60172,US,Dupage
"9781 W Higgins Rd IL 60018",41.993729,-87.870274,1,rooftop,9781,"W Higgins Rd",,,Rosemont,IL,"Cook County",60018,US,Cook
"5801 N River Rd IL 60018",41.984164,-87.860275,1,rooftop,5801,"N River Rd",,,Rosemont,IL,"Cook County",60018,US,Cook
"9781 W Higgins Rd IL 60018",41.993729,-87.870274,1,rooftop,9781,"W Higgins Rd",,,Rosemont,IL,"Cook County",60018,US,Cook
"5801 N River Rd IL 60018",41.984164,-87.860275,1,rooftop,5801,"N River Rd",,,Rosemont,IL,"Cook County",60018,US,Cook
"369 East Rollins Road IL 60073",42.378542,-88.07354,1,rooftop,369,"E Rollins Rd",,,"Round Lake Beach",IL,"Lake County",60073,US,Lake
